,Título,Género,Enlace,Tiene Letra,Tiene Partitura,Tiene Video,Tiene Audio,Downloaded
3999,Para quererte nací,Cifra,https://www.todotango.com/musica/tema/3810/Para-quererte-naci/,True,True,False,False,True
