,Título,Género,Enlace,Tiene Letra,Tiene Partitura,Tiene Video,Tiene Audio,Downloaded
580,Bárbara,Vals peruano,https://www.todotango.com/musica/tema/9684/Barbara/,True,True,False,False,True
5585,Y cuando te nombre,Vals peruano,https://www.todotango.com/musica/tema/4317/Y-cuando-te-nombre/,True,False,False,False,True
