,Título,Género,Enlace,Tiene Letra,Tiene Partitura,Tiene Video,Tiene Audio,Downloaded
1794,El mensaje de tu piel,Balada,https://www.todotango.com/musica/tema/3223/El-mensaje-de-tu-piel/,True,False,False,False,True
3284,Me quedé con las ganas,Balada,https://www.todotango.com/musica/tema/6956/Me-quede-con-las-ganas/,True,False,False,False,True
4073,Perdí tu dirección,Balada,https://www.todotango.com/musica/tema/7114/Perdi-tu-direccion/,True,False,False,False,True
4852,Sonia,Balada,https://www.todotango.com/musica/tema/2064/Sonia/,True,False,False,True,True
5051,Tenés servido el té!,Balada,https://www.todotango.com/musica/tema/2951/Tenes-servido-el-te/,True,False,False,False,True
