,Título,Género,Enlace,Tiene Letra,Tiene Partitura,Tiene Video,Tiene Audio,Downloaded
657,Boca Juniors [b],Marcha,https://www.todotango.com/musica/tema/6867/Boca-Juniors-[b]/,True,False,False,False,True
1508,Después del aguacero,Marcha,https://www.todotango.com/musica/tema/1244/Despues-del-aguacero/,True,False,False,False,True
2627,La canción del deporte,Marcha,https://www.todotango.com/musica/tema/3259/La-cancion-del-deporte/,True,True,False,False,True
3330,Mercosur,Marcha,https://www.todotango.com/musica/tema/6064/Mercosur/,True,False,False,False,True
3349,Mi Buenos Aires,Marcha,https://www.todotango.com/musica/tema/1976/Mi-Buenos-Aires/,True,False,False,False,True
4192,Por cuatro días locos,Marcha,https://www.todotango.com/musica/tema/3166/Por-cuatro-dias-locos/,True,False,False,False,True
4280,Porvenir,Marcha,https://www.todotango.com/musica/tema/785/Porvenir/,True,False,False,False,True
4446,Rascacielos,Marcha,https://www.todotango.com/musica/tema/4254/Rascacielos/,True,False,False,False,True
4647,Se va la murga,Marcha,https://www.todotango.com/musica/tema/2832/Se-va-la-murga/,True,False,False,False,True
