,Título,Género,Enlace,Tiene Letra,Tiene Partitura,Tiene Video,Tiene Audio,Downloaded
3323,Mentiras,Tonada salteña,https://www.todotango.com/musica/tema/1539/Mentiras/,True,False,False,True,True
