,Título,Género,Enlace,Tiene Letra,Tiene Partitura,Tiene Video,Tiene Audio,Downloaded
1049,Chispazos de gloria,Pericón,https://www.todotango.com/musica/tema/9148/Chispazos-de-gloria/,True,True,False,False,True
3941,Paja brava [b],Pericón,https://www.todotango.com/musica/tema/1242/Paja-brava-[b]/,True,False,False,False,True
