Título,Género,Enlace,Tiene Letra,Tiene Partitura,Tiene Video,Tiene Audio
Carta de un pura sangre a su ídolo,Poema lunfardo,https://www.todotango.com/musica/tema/4437/Carta-de-un-pura-sangre-a-su-idolo/,True,False,False,False
Carta en tango a Roberto Díaz,Tango,https://www.todotango.com/musica/tema/7565/Carta-en-tango-a-Roberto-Diaz/,True,False,False,False
Carta para Renée,Tango,https://www.todotango.com/musica/tema/4697/Carta-para-Renee/,True,False,False,False
Cartas a Marta,Vals,https://www.todotango.com/musica/tema/6273/Cartas-a-Marta/,True,False,False,False
Cartas de amor,Tango,https://www.todotango.com/musica/tema/4486/Cartas-de-amor/,True,True,False,False
Cartas de amor [c],Vals,https://www.todotango.com/musica/tema/781/Cartas-de-amor-[c]/,True,False,False,False
Cartitas perfumadas,Tango,https://www.todotango.com/musica/tema/4877/Cartitas-perfumadas/,True,False,False,False
Cartón junao,Tango,https://www.todotango.com/musica/tema/1340/Carton-junao/,True,True,False,True
Cartón y madrugada,Tango,https://www.todotango.com/musica/tema/6030/Carton-y-madrugada/,True,False,False,False
Casamiento,Poema lunfardo,https://www.todotango.com/musica/tema/2462/Casamiento/,True,False,False,False
Casas viejas,Tango,https://www.todotango.com/musica/tema/1063/Casas-viejas/,True,True,False,True
Cascabelito,Tango,https://www.todotango.com/musica/tema/636/Cascabelito/,True,True,True,True
Caserón de tejas,Vals,https://www.todotango.com/musica/tema/68/Caseron-de-tejas/,True,True,True,True
Casi como jugando,Tango,https://www.todotango.com/musica/tema/6960/Casi-como-jugando/,True,False,False,False
Casi milonga,Tango,https://www.todotango.com/musica/tema/6875/Casi-milonga/,True,False,False,False
Casi todas las verdades,Tango,https://www.todotango.com/musica/tema/6200/Casi-todas-las-verdades/,True,False,False,False
Castigo,Tango,https://www.todotango.com/musica/tema/2584/Castigo/,True,False,False,True
Castigo [b],Tango,https://www.todotango.com/musica/tema/2208/Castigo-[b]/,True,True,False,False
Castigo [c],Vals,https://www.todotango.com/musica/tema/7790/Castigo-[c]/,True,True,False,False
Castigo [d],Vals,https://www.todotango.com/musica/tema/6414/Castigo-[d]/,True,False,False,False
Catamarca,Tango,https://www.todotango.com/musica/tema/3538/Catamarca/,True,True,False,True
Catorce,Tango,https://www.todotango.com/musica/tema/3547/Catorce/,True,False,False,False
Catorce primaveras,Tango,https://www.todotango.com/musica/tema/1197/Catorce-primaveras/,True,False,False,False
Cautivo,Tango,https://www.todotango.com/musica/tema/267/Cautivo/,True,False,False,False
Cebolla,Tango,https://www.todotango.com/musica/tema/8076/Cebolla/,True,False,False,False
Celedonio,Tango,https://www.todotango.com/musica/tema/7002/Celedonio/,True,False,False,False
Celedonio Bécquer,Tango,https://www.todotango.com/musica/tema/7117/Celedonio-Becquer/,True,False,False,False
Celia [b],Vals,https://www.todotango.com/musica/tema/9809/Celia-[b]/,True,True,False,False
Celos,Tango,https://www.todotango.com/musica/tema/7364/Celos/,True,False,False,False
Celosa,Tango,https://www.todotango.com/musica/tema/9006/Celosa/,True,True,False,False
Celosa [b],Vals,https://www.todotango.com/musica/tema/1026/Celosa-[b]/,True,True,False,True
Cenizas,Tango,https://www.todotango.com/musica/tema/5203/Cenizas/,True,True,False,False
Centinela alerta,Tango,https://www.todotango.com/musica/tema/7878/Centinela-alerta/,True,False,False,False
Central Palace,Tango,https://www.todotango.com/musica/tema/6339/Central-Palace/,True,False,False,False
"Centro de Guillermo, gol de Palermo",Tango,https://www.todotango.com/musica/tema/6277/Centro-de-Guillermo-gol-de-Palermo/,True,False,False,False
Cerca del cordón de la vereda,Tango,https://www.todotango.com/musica/tema/7683/Cerca-del-cordon-de-la-vereda/,True,False,False,False
Cercos de madreselva,Vals,https://www.todotango.com/musica/tema/6701/Cercos-de-madreselva/,True,False,False,False
Cero a cero,Tango,https://www.todotango.com/musica/tema/4769/Cero-a-cero/,True,False,False,True
Cero al as,Tango,https://www.todotango.com/musica/tema/4943/Cero-al-as/,True,True,False,False
Cerquita de Dios,Tango,https://www.todotango.com/musica/tema/7868/Cerquita-de-Dios/,True,True,False,False
Cerraste los ojos (Y yo te besé),Vals,https://www.todotango.com/musica/tema/4492/Cerraste-los-ojos-Y-yo-te-bese/,True,False,False,False
Certificao,Milonga,https://www.todotango.com/musica/tema/3422/Certificao/,True,True,False,True
Cha digo con los amigos,Tango,https://www.todotango.com/musica/tema/2204/Cha-digo-con-los-amigos/,True,False,False,False
Chabonazo,Tango,https://www.todotango.com/musica/tema/6428/Chabonazo/,True,True,False,False
Chacarera lunfa,Chacarera,https://www.todotango.com/musica/tema/5931/Chacarera-lunfa/,True,False,False,False
Chacarerita del norte,Chacarera,https://www.todotango.com/musica/tema/4502/Chacarerita-del-norte/,True,False,False,True
Chacarita [b],Poema lunfardo,https://www.todotango.com/musica/tema/1683/Chacarita-[b]/,True,False,False,False
Chafalonía,Tango,https://www.todotango.com/musica/tema/6556/Chafalonia/,True,False,False,False
Chamamé del verde,Chamamé,https://www.todotango.com/musica/tema/7164/Chamame-del-verde/,True,False,False,False
Champagne tango,Tango,https://www.todotango.com/musica/tema/1906/Champagne-tango/,True,False,False,True
Chamusquina,Tango,https://www.todotango.com/musica/tema/6291/Chamusquina/,True,False,False,False
Chamuyo al oído,Poema lunfardo,https://www.todotango.com/musica/tema/1361/Chamuyo-al-oido/,True,False,False,False
Chanteclair,Java canción,https://www.todotango.com/musica/tema/7979/Chanteclair/,True,False,False,False
Chaparrón,Milonga,https://www.todotango.com/musica/tema/1005/Chaparron/,True,True,False,False
Chapita,Tango,https://www.todotango.com/musica/tema/7807/Chapita/,True,False,False,False
Charlamos después,Vals,https://www.todotango.com/musica/tema/9297/Charlamos-despues/,True,False,False,False
Charlatana,Tango,https://www.todotango.com/musica/tema/6406/Charlatana/,True,True,False,False
Charlemos,Tango,https://www.todotango.com/musica/tema/259/Charlemos/,True,True,False,True
Charlemos de amor,Tango,https://www.todotango.com/musica/tema/2937/Charlemos-de-amor/,True,False,False,False
Charol,Candombe,https://www.todotango.com/musica/tema/3243/Charol/,True,False,False,False
Chatita color celeste,Milonga,https://www.todotango.com/musica/tema/1084/Chatita-color-celeste/,True,False,False,False
Chau,Tango,https://www.todotango.com/musica/tema/4074/Chau/,True,False,False,False
Chau [b],Tango,https://www.todotango.com/musica/tema/5829/Chau-[b]/,True,False,False,True
Chau Falcón gracias Simón,Tango,https://www.todotango.com/musica/tema/8948/Chau-Falcon-gracias-Simon/,True,False,False,False
Chau ingrata,Tango,https://www.todotango.com/musica/tema/995/Chau-ingrata/,True,False,False,False
Chau no va más,Tango,https://www.todotango.com/musica/tema/336/Chau-no-va-mas/,True,False,True,True
Chau Ventarrón,Tango,https://www.todotango.com/musica/tema/3095/Chau-Ventarron/,True,False,False,False
Chau viejo Juan,Tango,https://www.todotango.com/musica/tema/6066/Chau-viejo-Juan/,True,True,False,True
"Chau, Flaco!",Tango,https://www.todotango.com/musica/tema/4028/Chau-Flaco/,True,False,False,False
Che bacana,Tango,https://www.todotango.com/musica/tema/3351/Che-bacana/,True,True,False,False
Che bandoneón,Tango,https://www.todotango.com/musica/tema/238/Che-bandoneon/,True,True,True,True
Che Bartolo,Tango,https://www.todotango.com/musica/tema/987/Che-Bartolo/,True,False,False,True
Che Carozito,Tango,https://www.todotango.com/musica/tema/9550/Che-Carozito/,True,False,False,False
Che Dringue,Tango,https://www.todotango.com/musica/tema/6456/Che-Dringue/,True,True,False,False
Che Gomina,Tango,https://www.todotango.com/musica/tema/981/Che-Gomina/,True,False,False,False
Che Gordo,Vals,https://www.todotango.com/musica/tema/8078/Che-Gordo/,True,False,False,False
Che Mariano,Tango,https://www.todotango.com/musica/tema/1823/Che-Mariano/,True,True,False,True
Che papusa oí,Tango,https://www.todotango.com/musica/tema/59/Che-papusa-oi/,True,True,True,True
"Che, Tango, che",Tango,https://www.todotango.com/musica/tema/977/Che-Tango-che/,True,False,False,False
Cherí,Canción,https://www.todotango.com/musica/tema/3787/Cheri/,True,False,False,False
Chiche,Tango,https://www.todotango.com/musica/tema/4798/Chiche/,True,True,False,True
Chichipía,Tango,https://www.todotango.com/musica/tema/3656/Chichipia/,True,False,False,False
Chilenita,Tango,https://www.todotango.com/musica/tema/2300/Chilenita/,True,False,False,False
China hereje,Estilo,https://www.todotango.com/musica/tema/2090/China-hereje/,True,False,False,True
Chinita,Tango,https://www.todotango.com/musica/tema/4105/Chinita/,True,True,False,False
Chinita de trenzas largas,Canción criolla,https://www.todotango.com/musica/tema/5815/Chinita-de-trenzas-largas/,True,False,False,False
Chinita linda,Tonada,https://www.todotango.com/musica/tema/4791/Chinita-linda/,True,False,False,False
Chinonga,Milonga,https://www.todotango.com/musica/tema/8866/Chinonga/,True,True,False,False
Chiqué,Tango,https://www.todotango.com/musica/tema/1296/Chique/,True,True,True,True
Chiqué [Fernández Díaz],Tango,https://www.todotango.com/musica/tema/6282/Chique-[Fernandez-Diaz]/,True,False,False,False
Chiquilín de Bachín,Tango,https://www.todotango.com/musica/tema/191/Chiquilin-de-Bachin/,True,True,True,True
Chiquita [c],Vals,https://www.todotango.com/musica/tema/6330/Chiquita-[c]/,True,True,False,False
Chirusa,Tango,https://www.todotango.com/musica/tema/1901/Chirusa/,True,False,True,True
Chispazos de gloria,Pericón,https://www.todotango.com/musica/tema/9148/Chispazos-de-gloria/,True,True,False,False
Chispazos de tradición,Tango,https://www.todotango.com/musica/tema/2217/Chispazos-de-tradicion/,True,True,False,False
Chivilcoy,Tango,https://www.todotango.com/musica/tema/2813/Chivilcoy/,True,False,False,False
Chola,Tango,https://www.todotango.com/musica/tema/4122/Chola/,True,False,False,False
Cholita,Tango,https://www.todotango.com/musica/tema/7865/Cholita/,True,True,False,False
Choripán,Milonga,https://www.todotango.com/musica/tema/6548/Choripan/,True,False,False,True
Chorra,Tango,https://www.todotango.com/musica/tema/157/Chorra/,True,True,False,True
Chorro,Poema lunfardo,https://www.todotango.com/musica/tema/1095/Chorro/,True,False,False,False
Chunga que no chunga que sí,Milonga,https://www.todotango.com/musica/tema/6434/Chunga-que-no-chunga-que-si/,True,True,False,False
Chuño,Poema lunfardo,https://www.todotango.com/musica/tema/4077/Chuno/,True,False,False,False
Churrasca,Tango,https://www.todotango.com/musica/tema/1384/Churrasca/,True,False,False,True
Chuzas,Milonga,https://www.todotango.com/musica/tema/3955/Chuzas/,True,True,False,True
Cibergalán,Tango,https://www.todotango.com/musica/tema/7276/Cibergalan/,True,False,False,False
Cibernética Buenos Aires,Tango,https://www.todotango.com/musica/tema/3191/Cibernetica-Buenos-Aires/,True,False,False,False
Cicatrices,Tango,https://www.todotango.com/musica/tema/639/Cicatrices/,True,True,False,True
Cielito mío,Tango,https://www.todotango.com/musica/tema/1970/Cielito-mio/,True,False,False,False
Cielo de cometas,Tango,https://www.todotango.com/musica/tema/2013/Cielo-de-cometas/,True,False,False,False
Cien años,Canción,https://www.todotango.com/musica/tema/3000/Cien-anos/,True,False,False,False
Cien de abril,Tango,https://www.todotango.com/musica/tema/7121/Cien-de-abril/,True,False,False,False
Cien guitarras,Milonga,https://www.todotango.com/musica/tema/2874/Cien-guitarras/,True,False,False,True
Cigarra,Tango,https://www.todotango.com/musica/tema/9843/Cigarra/,True,False,False,False
Cigarrillo,Tango,https://www.todotango.com/musica/tema/4553/Cigarrillo/,True,False,False,False
Cimarrón de ausencia,Milonga,https://www.todotango.com/musica/tema/3419/Cimarron-de-ausencia/,True,False,False,False
Cimarrona,Vals,https://www.todotango.com/musica/tema/528/Cimarrona/,True,False,False,False
Cinco guitas,Poema lunfardo,https://www.todotango.com/musica/tema/1691/Cinco-guitas/,True,False,False,False
Cincuenta pirulos,Tango,https://www.todotango.com/musica/tema/3488/Cincuenta-pirulos/,True,False,False,False
Cipriano,Tango,https://www.todotango.com/musica/tema/1726/Cipriano/,True,False,False,False
Circo criollo,Tango,https://www.todotango.com/musica/tema/3077/Circo-criollo/,True,False,False,True
Ciruelas y almendras,Vals,https://www.todotango.com/musica/tema/9259/Ciruelas-y-almendras/,True,False,False,False
Ciudad de ciegos,Milonga,https://www.todotango.com/musica/tema/7969/Ciudad-de-ciegos/,True,False,False,False
Ciudad de nadie,Tango,https://www.todotango.com/musica/tema/5304/Ciudad-de-nadie/,True,False,False,True
Ciudad de olvido,Tango,https://www.todotango.com/musica/tema/9064/Ciudad-de-olvido/,True,False,False,False
Ciudad en gris,Tango,https://www.todotango.com/musica/tema/3861/Ciudad-en-gris/,True,False,False,False
Ciudad enamorada,Tango,https://www.todotango.com/musica/tema/6930/Ciudad-enamorada/,True,False,False,False
Ciudad trampa,Milonga,https://www.todotango.com/musica/tema/7182/Ciudad-trampa/,True,True,False,False
Ciudad trepando al cielo,Tango,https://www.todotango.com/musica/tema/7198/Ciudad-trepando-al-cielo/,True,False,False,False
Ciudadano de Saavedra,Tango,https://www.todotango.com/musica/tema/7361/Ciudadano-de-Saavedra/,True,True,False,False
Ciudadela,Milonga,https://www.todotango.com/musica/tema/6818/Ciudadela/,True,False,False,False
Clarisa,Vals,https://www.todotango.com/musica/tema/1135/Clarisa/,True,False,False,False
Clarita,Tango,https://www.todotango.com/musica/tema/4641/Clarita/,True,False,False,False
Claudinette,Tango,https://www.todotango.com/musica/tema/14/Claudinette-/,True,False,True,True
Clausurado,Poema lunfardo,https://www.todotango.com/musica/tema/7085/Clausurado/,True,False,False,False
Clavel,Milonga,https://www.todotango.com/musica/tema/6744/Clavel/,True,False,False,False
Clavel del aire,Tango,https://www.todotango.com/musica/tema/1027/Clavel-del-aire/,True,True,False,True
Claveles blancos,Tango,https://www.todotango.com/musica/tema/858/Claveles-blancos/,True,True,False,True
Claveles mendocinos,Zamba,https://www.todotango.com/musica/tema/2620/Claveles-mendocinos/,True,False,False,True
Cobarde,Tango,https://www.todotango.com/musica/tema/834/Cobarde/,True,False,False,False
Cobardía,Tango,https://www.todotango.com/musica/tema/465/Cobardia/,True,True,False,False
Cobrate y dame el vuelto,Milonga,https://www.todotango.com/musica/tema/2159/Cobrate-y-dame-el-vuelto/,True,False,False,False
Cocoliche,Tango,https://www.todotango.com/musica/tema/1302/Cocoliche/,True,False,False,False
Cocorocó,Zamba,https://www.todotango.com/musica/tema/4956/Cocoroco/,True,False,False,False
Cocot de lujo,Tango,https://www.todotango.com/musica/tema/897/Cocot-de-lujo/,True,False,False,False
Codicia,Tango,https://www.todotango.com/musica/tema/2194/Codicia/,True,True,False,False
Colesterol,Tango,https://www.todotango.com/musica/tema/6735/Colesterol/,True,False,False,False
Colombina (Teresita),Tango,https://www.todotango.com/musica/tema/6193/Colombina-Teresita/,True,False,False,False
Color de barro,Tango,https://www.todotango.com/musica/tema/529/Color-de-barro/,True,False,False,False
Colorao colorao,Tango,https://www.todotango.com/musica/tema/331/Colorao-colorao/,True,False,False,True
Comadre,Tango,https://www.todotango.com/musica/tema/794/Comadre/,True,False,False,True
Comandante Franco,Tango,https://www.todotango.com/musica/tema/3453/Comandante-Franco/,True,False,False,False
Cometa Halley,Milonga,https://www.todotango.com/musica/tema/8079/Cometa-Halley/,True,False,False,False
Comme il faut,Tango,https://www.todotango.com/musica/tema/2383/Comme-il-faut/,True,True,True,True
Como abrazado a un rencor,Tango,https://www.todotango.com/musica/tema/640/Como-abrazado-a-un-rencor/,True,True,False,True
Como aniyo al dedo,Ranchera,https://www.todotango.com/musica/tema/6588/Como-aniyo-al-dedo/,True,False,False,False
Cómo aprender a quererte,Tango,https://www.todotango.com/musica/tema/1421/Como-aprender-a-quererte/,True,False,False,True
Como aquel globo rojo,Tango,https://www.todotango.com/musica/tema/7415/Como-aquel-globo-rojo/,True,False,False,False
Como aquella princesa,Tango,https://www.todotango.com/musica/tema/2362/Como-aquella-princesa/,True,False,False,True
Como dos extraños,Tango,https://www.todotango.com/musica/tema/90/Como-dos-extranos/,True,True,True,True
Como el hornero,Tango,https://www.todotango.com/musica/tema/2226/Como-el-hornero/,True,False,False,False
Como el teatro,Tango,https://www.todotango.com/musica/tema/6031/Como-el-teatro/,True,False,False,False
Como el verde mar,Bolero,https://www.todotango.com/musica/tema/2067/Como-el-verde-mar/,True,False,False,False
Como el viento,Tango,https://www.todotango.com/musica/tema/6439/Como-el-viento/,True,False,False,False
Como en un cuento,Vals,https://www.todotango.com/musica/tema/3865/Como-en-un-cuento/,True,False,False,False
Como en un viejo tango,Tango,https://www.todotango.com/musica/tema/3977/Como-en-un-viejo-tango/,True,False,False,True
Como flor sin luz,Tango,https://www.todotango.com/musica/tema/7797/Como-flor-sin-luz/,True,False,False,False
Como Gardel,Poema evocativo,https://www.todotango.com/musica/tema/1328/Como-Gardel/,True,False,False,False
Como la caperucita,Tango,https://www.todotango.com/musica/tema/2225/Como-la-caperucita/,True,False,False,False
Como la cigarra,Habanera,https://www.todotango.com/musica/tema/6260/Como-la-cigarra/,True,False,False,False
Como la margarita,Vals,https://www.todotango.com/musica/tema/2224/Como-la-margarita/,True,False,False,False
Como la mosca,Tango,https://www.todotango.com/musica/tema/3104/Como-la-mosca/,True,False,False,True
Como las arañas,Milonga,https://www.todotango.com/musica/tema/8889/Como-las-aranas/,True,False,False,False
Como las estaciones,Tango,https://www.todotango.com/musica/tema/8178/Como-las-estaciones/,True,False,False,False
Como las nubes,Vals,https://www.todotango.com/musica/tema/6111/Como-las-nubes/,True,False,False,False
Cómo le digo a la vieja,Tango,https://www.todotango.com/musica/tema/2567/Como-le-digo-a-la-vieja/,True,False,False,False
Como los árboles,Tango,https://www.todotango.com/musica/tema/6043/Como-los-arboles/,True,False,False,False
Como los grandes,Tango,https://www.todotango.com/musica/tema/7329/Como-los-grandes/,True,False,False,False
Como los nardos en flor,Tango,https://www.todotango.com/musica/tema/2355/Como-los-nardos-en-flor/,True,False,False,False
Como me duele la noche,Tango,https://www.todotango.com/musica/tema/2865/Como-me-duele-la-noche/,True,False,False,False
Como me puse a llorar,Tango,https://www.todotango.com/musica/tema/4315/Como-me-puse-a-llorar/,True,False,False,False
Como nadie te ha querido,Tango,https://www.todotango.com/musica/tema/10082/Como-nadie-te-ha-querido/,True,True,False,False
Cómo nos cambia la vida,Tango,https://www.todotango.com/musica/tema/1728/Como-nos-cambia-la-vida/,True,False,False,True
Como nos divertimos,Tango,https://www.todotango.com/musica/tema/4347/Como-nos-divertimos/,True,True,False,False
Como perro en cancha ´e bochas,Milonga,https://www.todotango.com/musica/tema/1000/Como-perro-en-cancha-e-bochas/,True,False,False,False
Cómo querés que te quiera,Tango,https://www.todotango.com/musica/tema/743/Como-queres-que-te-quiera/,True,False,False,True
Cómo se baila un tango?,Poema lunfardo,https://www.todotango.com/musica/tema/2640/Como-se-baila-un-tango/,True,False,False,False
Cómo se hace un tango,Tango,https://www.todotango.com/musica/tema/4116/Como-se-hace-un-tango/,True,True,False,False
Como se muere de amor,Tango,https://www.todotango.com/musica/tema/695/Como-se-muere-de-amor/,True,True,False,True
Cómo se pianta la vida,Tango,https://www.todotango.com/musica/tema/1422/Como-se-pianta-la-vida/,True,True,False,True
Como si fuera ayer,Tango,https://www.todotango.com/musica/tema/9848/Como-si-fuera-ayer/,True,False,False,False
Como si nada,Milonga,https://www.todotango.com/musica/tema/7449/Como-si-nada/,True,False,False,False
Como sombras en un río,Milonga,https://www.todotango.com/musica/tema/7061/Como-sombras-en-un-rio/,True,False,False,False
Como tocando tu ausencia,Milonga,https://www.todotango.com/musica/tema/6034/Como-tocando-tu-ausencia/,True,False,False,False
Como todas,Vals,https://www.todotango.com/musica/tema/3806/Como-todas/,True,True,False,False
Como tú,Tango,https://www.todotango.com/musica/tema/1663/Como-tu/,True,True,False,False
Como un peregrino,Tango,https://www.todotango.com/musica/tema/4728/Como-un-peregrino/,True,False,False,False
Como un sueño,Tango,https://www.todotango.com/musica/tema/840/Como-un-sueno/,True,False,False,False
Como una obsesión,Tango,https://www.todotango.com/musica/tema/2297/Como-una-obsesion/,True,False,False,False
Como yo te he querido,Vals,https://www.todotango.com/musica/tema/6610/Como-yo-te-he-querido/,True,False,False,False
Compadreando,Milonga,https://www.todotango.com/musica/tema/1028/Compadreando/,True,True,False,False
Compadrito de mi barrio,Tango,https://www.todotango.com/musica/tema/1890/Compadrito-de-mi-barrio/,True,False,False,False
Compadrón,Tango,https://www.todotango.com/musica/tema/327/Compadron/,True,True,False,True
Compañera de facultad,Vals,https://www.todotango.com/musica/tema/5690/Companera-de-facultad/,True,False,False,False
Compañero,Tango,https://www.todotango.com/musica/tema/1868/Companero/,True,False,False,False
"Compre, señor, compre",Tango,https://www.todotango.com/musica/tema/4037/Compre-senor-compre/,True,False,False,False
Compro,Vals,https://www.todotango.com/musica/tema/8745/Compro/,True,False,False,False
Con - jugando,Milonga,https://www.todotango.com/musica/tema/5932/Con---jugando/,True,False,False,False
Con alma de tango,Tango,https://www.todotango.com/musica/tema/2527/Con-alma-de-tango/,True,False,False,False
Con alma y vida,Tango,https://www.todotango.com/musica/tema/6900/Con-alma-y-vida/,True,True,False,False
Con alma y vida [b],Milonga,https://www.todotango.com/musica/tema/744/Con-alma-y-vida-[b]/,True,False,False,True
Con bronca,Tango,https://www.todotango.com/musica/tema/4637/Con-bronca/,True,False,False,False
Con el dedo en el gatillo,Tango,https://www.todotango.com/musica/tema/757/Con-el-dedo-en-el-gatillo/,True,False,False,False
Con el fulgor de tu mirar,Vals,https://www.todotango.com/musica/tema/6927/Con-el-fulgor-de-tu-mirar/,True,False,False,False
Con ella en el mar,Vals,https://www.todotango.com/musica/tema/3049/Con-ella-en-el-mar/,True,True,False,True
Con esa luz,Milonga,https://www.todotango.com/musica/tema/6349/Con-esa-luz/,True,False,False,False
Con esos versos tristes,Tango,https://www.todotango.com/musica/tema/9991/Con-esos-versos-tristes/,True,False,False,False
Con flauta y guitarra,Milonga,https://www.todotango.com/musica/tema/6167/Con-flauta-y-guitarra/,True,False,False,False
Con la otra,Tango,https://www.todotango.com/musica/tema/1331/Con-la-otra/,True,True,False,False
Con las alas del alma,Tango,https://www.todotango.com/musica/tema/539/Con-las-alas-del-alma/,True,False,True,True
Con las manos vacías,Tango,https://www.todotango.com/musica/tema/3564/Con-las-manos-vacias/,True,False,False,False
Con las pocas palabras,Tango,https://www.todotango.com/musica/tema/2665/Con-las-pocas-palabras/,True,False,False,False
Con letra de bandoneón,Tango,https://www.todotango.com/musica/tema/9902/Con-letra-de-bandoneon/,True,False,False,False
Con mi perro,Milonga,https://www.todotango.com/musica/tema/1029/Con-mi-perro/,True,True,False,True
Con olor a Papá,Poema lunfardo,https://www.todotango.com/musica/tema/1685/Con-olor-a-Papa/,True,False,False,False
Con pan y cebolla,Tango,https://www.todotango.com/musica/tema/973/Con-pan-y-cebolla/,True,False,False,False
Con permiso,Milonga,https://www.todotango.com/musica/tema/2479/Con-permiso/,True,False,False,False
Con qué ventaja,Tango,https://www.todotango.com/musica/tema/4430/Con-que-ventaja/,True,False,False,False
Con su melancolía,Tango,https://www.todotango.com/musica/tema/6033/Con-su-melancolia/,True,False,False,False
Con toda el alma (Virgencita del Ta,Tango,https://www.todotango.com/musica/tema/2626/Con-toda-el-alma-Virgencita-del-Talar/,True,False,False,False
Con toda la voz que tengo,Milonga,https://www.todotango.com/musica/tema/936/Con-toda-la-voz-que-tengo/,True,True,False,False
Con todo mi corazón,Tango,https://www.todotango.com/musica/tema/3212/Con-todo-mi-corazon/,True,False,False,False
Con una milonga de estas,Milonga,https://www.todotango.com/musica/tema/4323/Con-una-milonga-de-estas/,True,False,False,False
Con vos milonga,Milonga,https://www.todotango.com/musica/tema/7475/Con-vos-milonga/,True,False,False,False
Conciencia,Tango,https://www.todotango.com/musica/tema/10219/Conciencia/,True,False,False,False
Condena,Tango,https://www.todotango.com/musica/tema/345/Condena/,True,False,False,False
Condena [b],Tango,https://www.todotango.com/musica/tema/8397/Condena-[b]/,True,False,False,False
Condenado,Poema lunfardo,https://www.todotango.com/musica/tema/3204/Condenado/,True,False,False,False
Confesión,Tango,https://www.todotango.com/musica/tema/158/Confesion/,True,True,False,True
Confianza,Tango,https://www.todotango.com/musica/tema/8398/Confianza/,True,False,False,False
Confidencias,Tango,https://www.todotango.com/musica/tema/7046/Confidencias/,True,False,False,False
Confidencias [b],Tango,https://www.todotango.com/musica/tema/9674/Confidencias-[b]/,True,True,False,False
Confidencias [c],Milonga,https://www.todotango.com/musica/tema/6856/Confidencias-[c]/,True,False,False,False
Congoja,Tango,https://www.todotango.com/musica/tema/808/Congoja/,True,False,False,False
Congojas [b],Tango,https://www.todotango.com/musica/tema/5852/Congojas-[b]/,True,False,False,False
Congojas [c],Tango,https://www.todotango.com/musica/tema/9875/Congojas-[c]/,True,True,False,False
Conjuro,Tango,https://www.todotango.com/musica/tema/8374/Conjuro/,True,False,False,False
Consejo de oro,Tango,https://www.todotango.com/musica/tema/1425/Consejo-de-oro/,True,True,False,True
Consejos,Tango,https://www.todotango.com/musica/tema/1905/Consejos/,True,False,False,False
Consejos para un amor,Tango,https://www.todotango.com/musica/tema/8991/Consejos-para-un-amor/,True,False,False,False
Consejos reos,Milonga,https://www.todotango.com/musica/tema/1082/Consejos-reos/,True,False,False,False
Contame una historia,Tango,https://www.todotango.com/musica/tema/1426/Contame-una-historia/,True,False,True,True
Contigo pan y cebolla,Tango,https://www.todotango.com/musica/tema/3654/Contigo-pan-y-cebolla/,True,False,False,False
Contrafilo,Poema lunfardo,https://www.todotango.com/musica/tema/1360/Contrafilo/,True,False,False,False
Contramarca,Tango,https://www.todotango.com/musica/tema/36/Contramarca/,True,False,False,False
Contrera,Poema lunfardo,https://www.todotango.com/musica/tema/1257/Contrera/,True,False,False,False
Convencernos,Tango,https://www.todotango.com/musica/tema/3022/Convencernos/,True,False,False,True
Conversemos francamente,Tango,https://www.todotango.com/musica/tema/9459/Conversemos-francamente/,True,True,False,False
Copa de ajenjo,Tango,https://www.todotango.com/musica/tema/3527/Copa-de-ajenjo/,True,False,False,True
Copa de amargura,Tango,https://www.todotango.com/musica/tema/4123/Copa-de-amargura/,True,False,False,False
Copacabana (Nido de amor),Tango,https://www.todotango.com/musica/tema/1427/Copacabana-Nido-de-amor/,True,True,False,True
"Copas, amigas y besos",Tango,https://www.todotango.com/musica/tema/328/Copas-amigas-y-besos/,True,True,False,False
Copen la banca,Tango,https://www.todotango.com/musica/tema/295/Copen-la-banca/,True,False,False,False
Coplas del viejo almacén,Milonga,https://www.todotango.com/musica/tema/2317/Coplas-del-viejo-almacen/,True,False,False,False
Coplas y flores,Pasodoble,https://www.todotango.com/musica/tema/6589/Coplas-y-flores/,True,False,False,False
Coplera,Milonga,https://www.todotango.com/musica/tema/10223/Coplera/,True,False,False,False
Coqueta,Tango,https://www.todotango.com/musica/tema/4814/Coqueta/,True,False,False,False
Corazón,Tango,https://www.todotango.com/musica/tema/735/Corazon/,True,False,False,False
Corazón cobarde,Tango,https://www.todotango.com/musica/tema/1730/Corazon-cobarde/,True,False,False,True
Corazón criollo,Tango,https://www.todotango.com/musica/tema/6899/Corazon-criollo/,True,True,False,False
Corazón de indio,Tango,https://www.todotango.com/musica/tema/2303/Corazon-de-indio/,True,False,False,False
Corazón de oro,Vals,https://www.todotango.com/musica/tema/2797/Corazon-de-oro/,True,True,False,True
Corazón de papel,Tango,https://www.todotango.com/musica/tema/1838/Corazon-de-papel/,True,False,False,False
Corazón del arrabal,Tango,https://www.todotango.com/musica/tema/898/Corazon-del-arrabal/,True,False,False,False
Corazón encadenado,Tango,https://www.todotango.com/musica/tema/1235/Corazon-encadenado/,True,False,False,False
Corazón herido (Charula),Tango,https://www.todotango.com/musica/tema/4524/Corazon-herido-Charula/,True,True,False,False
Corazón no le hagas caso,Tango,https://www.todotango.com/musica/tema/34/Corazon-no-le-hagas-caso/,True,False,False,True
